;papel;cotação;p/l;p/vp;psr;div.yield;p/ativo;p/cap.giro;p/ebit;p/ativ circ.liq;ev/ebit;ev/ebitda;mrg ebit;mrg. líq.;liq. corr.;roic;roe;liq.2meses;patrim. líq;dív.brut/ patrim.;cresc. rec.5a;setor
0;RPMG3;5,240000;-2,370000;-0,140000;0,325000;0,000000;0,169000;-0,160000;-2,130000;-0,130000;-2,130000;-2,220000;-0,152600;-0,137100;0,470000;-0,082100;0,057200;430377,000000;-2618490000,000000;0,000000;0,158700;1
1;DMMO3;2,380000;-1,430000;-1,350000;1,323000;0,000000;0,448000;-3,160000;30,480000;-0,380000;22,160000;5,550000;0,043400;-0,924800;0,540000;0,017300;0,946700;12210700,000000;-474698000,000000;0,000000;-0,024100;1
2;OSXB3;3,240000;-0,030000;-0,000000;0,929000;0,000000;0,003000;-0,020000;-0,210000;-0,000000;-88,300000;-271,470000;-4,380500;-35,658300;0,030000;-0,016400;0,088300;26099,700000;-4308840000,000000;-0,980000;-0,682600;1
3;BRDT3;28,200000;8,830000;3,420000;0,342000;0,093100;1,231000;7,800000;15,520000;-8,790000;16,610000;13,520000;0,022000;0,038700;1,460000;0,101200;0,387400;185712000,000000;9602000000,000000;0,650000;0,003100;1
4;PETR4;30,270000;11,580000;1,290000;1,225000;0,031000;0,427000;28,320000;4,180000;-0,850000;7,510000;4,640000;0,292800;0,109900;1,100000;0,112400;0,111300;1328240000,000000;306252000000,000000;1,220000;0,012100;1
5;PETR3;32,100000;12,280000;1,370000;1,299000;0,015600;0,453000;30,040000;4,440000;-0,900000;7,760000;4,800000;0,292800;0,109900;1,100000;0,112400;0,111300;321426000,000000;306252000000,000000;1,220000;0,012100;1
6;ENAT3;16,730000;18,630000;1,590000;4,420000;0,114000;1,007000;3,170000;17,770000;16,290000;12,760000;5,570000;0,248700;0,237200;3,870000;0,090100;0,085400;14522300,000000;2795640000,000000;0,090000;0,184700;1
7;CCXC3;1,750000;-0,720000;-0,060000;0,000000;0,000000;0,279000;0,000000;-0,980000;0,000000;-0,850000;-0,850000;0,000000;0,000000;0,000000;0,000000;0,078500;22255,900000;-52699000,000000;0,000000;0,000000;2
8;MMXM3;2,310000;-0,100000;-0,020000;7,133000;0,000000;0,113000;-0,020000;-0,190000;-0,020000;-2,610000;-2,610000;-37,205100;-75,524000;0,040000;-0,917800;0,218500;151776,000000;-719319000,000000;-0,270000;1,062800;2
9;MGEL4;8,100000;-9,310000;-0,120000;0,088000;0,000000;0,124000;0,340000;1,090000;-0,090000;15,550000;10,570000;0,080600;-0,020400;2,680000;0,144000;0,013200;27941,000000;-381306000,000000;-1,760000;0,044900;3
10;PMAM3;27,170000;4,980000;1,420000;0,219000;0,000000;0,256000;2,940000;15,540000;-0,770000;41,570000;13,770000;0,014100;0,044000;1,220000;0,022600;0,284300;1533410,000000;832397000,000000;2,690000;-0,005500;3
11;TKNO4;35,100000;6,430000;0,570000;0,715000;0,000000;0,466000;1,520000;168,530000;1,760000;138,770000;11,950000;0,004200;0,111200;3,130000;0,003300;0,089200;90,000000;180387000,000000;0,020000;0,040900;3
12;FESA4;19,860000;7,240000;0,940000;1,366000;0,067900;0,625000;3,060000;11,980000;-21,630000;13,670000;6,390000;0,114000;0,188900;3,010000;0,058800;0,130300;6553040,000000;1858840000,000000;0,270000;0,108800;3
13;CSNA3;14,210000;8,000000;2,230000;0,790000;0,066800;0,387000;28,400000;3,660000;-0,710000;8,610000;6,860000;0,215900;0,115500;1,060000;0,119700;0,278900;139724000,000000;8838390000,000000;3,310000;0,134300;3
14;FESA3;29,550000;10,780000;1,400000;2,033000;0,041500;0,930000;4,550000;17,830000;-32,180000;19,510000;9,120000;0,114000;0,188900;3,010000;0,058800;0,130300;8839,510000;1858840000,000000;0,270000;0,108800;3
15;PATI3;22,900000;17,600000;0,980000;0,393000;0,035400;0,449000;0,890000;8,680000;2,100000;9,590000;7,940000;0,045300;0,022300;2,970000;0,091900;0,055900;963,080000;425541000,000000;0,720000;0,147400;3
16;PATI4;25,000000;19,220000;1,070000;0,429000;0,054400;0,490000;0,970000;9,480000;2,290000;10,390000;8,600000;0,045300;0,022300;2,970000;0,091900;0,055900;1019,850000;425541000,000000;0,720000;0,147400;3
17;GOAU3;9,030000;19,330000;0,970000;0,239000;0,015300;0,185000;1,050000;2,930000;-1,230000;6,540000;4,060000;0,081600;0,035500;2,130000;0,073100;0,050100;740200,000000;10143400000,000000;1,530000;-0,000700;3
18;GGBR3;17,760000;20,530000;1,120000;0,745000;0,015800;0,576000;3,290000;9,110000;-3,800000;12,700000;7,900000;0,081800;0,036700;2,130000;0,073300;0,054500;1021180,000000;27282400000,000000;0,570000;-0,000700;3
19;GOAU4;9,880000;21,150000;1,060000;0,262000;0,014000;0,202000;1,150000;3,210000;-1,340000;6,820000;4,240000;0,081600;0,035500;2,130000;0,073100;0,050100;97102000,000000;10143400000,000000;1,530000;-0,000700;3
20;GGBR4;20,940000;24,210000;1,320000;0,878000;0,013400;0,679000;3,880000;10,740000;-4,480000;14,340000;8,920000;0,081800;0,036700;2,130000;0,073300;0,054500;242336000,000000;27282400000,000000;0,570000;-0,000700;3
21;USIM5;9,140000;32,820000;0,800000;0,790000;0,008800;0,424000;1,800000;9,570000;-7,640000;12,930000;7,070000;0,082500;0,035200;2,880000;0,050500;0,024500;118547000,000000;14236300000,000000;0,410000;0,116100;3
22;USIM6;9,500000;34,110000;0,840000;0,821000;0,008400;0,441000;1,870000;9,950000;-7,940000;13,310000;7,270000;0,082500;0,035200;2,880000;0,050500;0,024500;613,970000;14236300000,000000;0,410000;0,116100;3
23;NUTR3;76,000000;-3,210000;-0,390000;0,167000;0,000000;0,128000;0,900000;15,250000;-0,140000;35,480000;19,410000;0,011000;-0,052000;1,480000;0,010000;0,120000;643,590000;-25238000,000000;-0,530000;0,151400;4
24;FHER3;3,850000;-0,350000;-0,240000;0,163000;0,000000;0,123000;-0,120000;-1,510000;-0,120000;-9,000000;-11,950000;-0,108000;-0,460700;0,340000;-0,269000;0,673300;4387700,000000;-868315000,000000;-1,210000;-0,289900;4
25;CRPG6;25,460000;5,530000;1,270000;1,190000;0,024000;0,979000;1,390000;7,120000;1,740000;5,400000;4,390000;0,167000;0,215000;9,160000;0,187500;0,229400;56635,500000;582094000,000000;0,000000;0,157900;4
26;CRPG5;25,800000;5,610000;1,290000;1,206000;0,023700;0,993000;1,410000;7,220000;1,770000;5,490000;4,470000;0,167000;0,215000;9,160000;0,187500;0,229400;507263,000000;582094000,000000;0,000000;0,157900;4
27;CRPG3;32,000000;6,950000;1,600000;1,495000;0,000000;1,231000;1,750000;8,960000;2,190000;7,230000;5,880000;0,167000;0,215000;9,160000;0,187500;0,229400;1028,030000;582094000,000000;0,000000;0,157900;4
28;GPCP3;39,250000;9,010000;1,370000;0,310000;0,005000;0,282000;5,110000;10,760000;-0,600000;17,970000;9,590000;0,028800;0,035800;1,230000;0,027600;0,152400;344221,000000;179091000,000000;0,980000;0,205100;4
29;ELEK4;17,650000;10,640000;2,380000;0,516000;0,020700;1,058000;3,360000;22,340000;36,200000;27,510000;16,350000;0,023100;0,048500;2,170000;0,058300;0,223700;20295,700000;233503000,000000;0,740000;0,069800;4
30;ELEK3;18,250000;11,000000;2,460000;0,534000;0,020000;1,094000;3,470000;23,100000;37,430000;28,270000;16,800000;0,023100;0,048500;2,170000;0,058300;0,223700;991,490000;233503000,000000;0,740000;0,069800;4
31;UNIP6;35,200000;17,210000;2,700000;1,127000;0,007300;0,984000;7,540000;7,320000;-3,600000;7,800000;5,830000;0,153900;0,063000;1,610000;0,163700;0,157100;5438200,000000;1324090000,000000;0,580000;0,493700;4
32;UNIP5;35,900000;17,550000;2,760000;1,150000;0,007200;1,004000;7,690000;7,470000;-3,670000;7,950000;5,940000;0,153900;0,063000;1,610000;0,163700;0,157100;40401,800000;1324090000,000000;0,580000;0,493700;4
33;UNIP3;35,940000;17,570000;2,760000;1,151000;0,006500;1,005000;7,700000;7,480000;-3,680000;7,960000;5,950000;0,153900;0,063000;1,610000;0,163700;0,157100;210574,000000;1324090000,000000;0,580000;0,493700;4
34;BRKM6;26,000000;43,150000;2,850000;0,380000;0,023300;0,317000;-3,410000;6,530000;-0,530000;13,140000;6,390000;0,058200;0,004500;0,770000;0,064300;0,066100;2660,260000;7263760000,000000;3,850000;0,046500;4
35;BRKM5;34,450000;57,170000;3,780000;0,504000;0,024300;0,420000;-4,520000;8,660000;-0,710000;15,260000;7,420000;0,058200;0,004500;0,770000;0,064300;0,066100;92445300,000000;7263760000,000000;3,850000;0,046500;4
36;DTEX3;17,600000;-575,700000;2,560000;2,542000;0,021200;1,121000;10,160000;35,640000;-4,680000;41,970000;14,790000;0,071300;-0,004400;1,520000;0,036500;-0,004400;35955000,000000;4765100000,000000;0,670000;0,057400;5
37;MSPA3;50,000000;-37,030000;0,360000;2,456000;0,008000;0,221000;3,620000;-15,590000;-0,770000;-15,370000;-48,910000;-0,157500;-0,066300;2,850000;-0,014900;-0,009600;376,410000;899497000,000000;0,050000;-0,211700;5
38;SUZB3;43,110000;-23,250000;3,470000;2,644000;0,010300;0,591000;7,680000;20,430000;-0,920000;41,090000;18,900000;0,129400;-0,113900;1,680000;0,032900;-0,149200;192682000,000000;16919700000,000000;4,020000;0,213700;5
39;RANI4;4,250000;-7,300000;2,370000;0,741000;0,005400;0,439000;8,760000;6,780000;-0,820000;14,160000;8,000000;0,109400;-0,101500;1,220000;0,071800;-0,324200;14262,500000;299193000,000000;2,850000;0,066400;5
40;RANI3;4,110000;-7,060000;2,290000;0,717000;0,005500;0,424000;8,480000;6,560000;-0,800000;13,940000;7,870000;0,109400;-0,101500;1,220000;0,071800;-0,324200;109479,000000;299193000,000000;2,850000;0,066400;5
41;EUCA4;8,300000;14,470000;0,600000;0,555000;0,005500;0,343000;-3695,850000;5,310000;-2,460000;8,230000;4,370000;0,104400;0,046500;1,000000;0,069900;0,041200;1703240,000000;1288300000,000000;0,340000;0,047200;5
42;KLBN4;3,810000;21,740000;3,450000;1,925000;0,045200;0,553000;1,540000;7,980000;-1,430000;13,820000;7,920000;0,241300;0,093100;5,110000;0,107000;0,158700;2937970,000000;5973560000,000000;4,560000;0,189600;5
43;KLBN11;19,520000;22,270000;3,540000;1,973000;0,044100;0,567000;1,570000;8,170000;-1,470000;14,020000;8,030000;0,241300;0,093100;5,110000;0,107000;0,158700;78254200,000000;5973560000,000000;4,560000;0,189600;5
44;KLBN3;4,280000;24,420000;3,880000;2,163000;0,040200;0,621000;1,730000;8,960000;-1,610000;14,810000;8,480000;0,241300;0,093100;5,110000;0,107000;0,158700;927059,000000;5973560000,000000;4,560000;0,189600;5
45;MTIG4;73,000000;-1,990000;1,100000;0,139000;0,006000;0,167000;-0,730000;-71,780000;-0,440000;-281,120000;20,250000;-0,001900;-0,070000;0,670000;-0,002800;-0,552700;546,720000;15993400,000000;3,260000;0,017900;6
46;RCSL4;2,100000;-33,400000;-2,410000;8,532000;0,000000;3,829000;-10,900000;1090,600000;-1,740000;1090,420000;347,600000;0,007800;-0,255800;0,530000;0,003700;0,072200;2617000,000000;-66069000,000000;-0,000000;3,596000;8
47;EMBR3;20,110000;-28,240000;0,970000;1,171000;0,000000;0,323000;1,540000;31,010000;2,030000;24,490000;9,140000;0,037800;-0,039500;1,350000;0,011800;-0,034200;50879800,000000;15429000000,000000;0,060000;-0,084200;8
48;PLAS3;7,480000;-0,380000;-0,480000;0,242000;0,000000;0,187000;-0,410000;-1,110000;-0,160000;-3,140000;-6,100000;-0,218000;-0,631800;0,320000;-0,185700;1,262500;39930,500000;-192059000,000000;-0,950000;-0,058700;8
49;MWET3;7,000000;-0,300000;-0,070000;0,080000;0,000000;0,081000;-0,130000;-0,860000;-0,040000;-5,410000;-7,440000;-0,092900;-0,264900;0,280000;-0,112700;0,239800;167,950000;-198459000,000000;-0,390000;0,033200;8
50;MWET4;5,900000;-0,260000;-0,060000;0,068000;0,000000;0,068000;-0,110000;-0,730000;-0,040000;-5,270000;-7,250000;-0,092900;-0,264900;0,280000;-0,112700;0,239800;20634,500000;-198459000,000000;-0,390000;0,033200;8
51;RSUL4;133,000000;5,720000;-6,330000;0,499000;0,000000;0,420000;-1,150000;3,470000;-0,540000;3,700000;2,990000;0,143700;0,087200;0,440000;0,126700;-1,105600;7533,130000;-12254000,000000;-0,470000;0,058400;8
52;MYPK3;23,660000;9,700000;1,080000;0,359000;0,007800;0,363000;3,430000;5,370000;-1,500000;9,340000;5,840000;0,066800;0,047300;1,360000;0,083300;0,111000;26993600,000000;3379610000,000000;0,990000;0,123200;8
53;TUPY3;26,300000;13,340000;1,620000;0,721000;0,042900;0,730000;2,750000;8,500000;-13,450000;10,510000;6,170000;0,084800;0,054000;2,150000;0,113200;0,121500;16916300,000000;2338990000,000000;0,640000;0,132200;8
54;LEVE3;29,830000;14,680000;2,900000;1,492000;0,071600;1,594000;6,740000;9,730000;30,730000;10,260000;8,330000;0,153400;0,100700;1,880000;0,194900;0,197500;9253430,000000;1320440000,000000;0,310000;0,019300;8
55;RAPT3;11,650000;17,500000;2,380000;0,803000;0,030800;0,640000;1,690000;7,410000;-11,760000;9,430000;7,470000;0,108300;0,058400;2,720000;0,133300;0,135800;86722,100000;1695280000,000000;1,690000;0,130800;8
56;POMO3;4,140000;19,360000;1,760000;0,899000;0,014500;0,761000;3,020000;17,070000;3098,690000;20,360000;15,340000;0,052600;0,048800;1,830000;0,062000;0,090700;536529,000000;2233070000,000000;0,800000;0,130500;8
57;POMO4;4,430000;20,720000;1,880000;0,962000;0,013500;0,815000;3,230000;18,270000;3315,750000;21,560000;16,240000;0,052600;0,048800;1,830000;0,062000;0,090700;24789500,000000;2233070000,000000;0,800000;0,130500;8
58;RAPT4;14,530000;21,830000;2,960000;1,001000;0,024700;0,798000;2,100000;9,240000;-14,660000;11,260000;8,920000;0,108300;0,058400;2,720000;0,133300;0,135800;35204800,000000;1695280000,000000;1,690000;0,130800;8
59;FRIO3;61,000000;28,040000;5,050000;0,175000;0,000000;0,163000;4,060000;4,410000;-0,710000;14,780000;8,650000;0,039800;0,028200;1,060000;0,067700;0,179900;6421,030000;49651000,000000;19,660000;0,086300;9
60;NORD3;4,550000;-6,750000;-0,210000;24,512000;0,000000;1,830000;-0,580000;-33,960000;-0,190000;-75,900000;-75,900000;-0,721700;-3,631400;0,010000;-0,055200;0,031800;5212,740000;-140228000,000000;-0,270000;0,718800;10
61;LUPA3;2,800000;-3,620000;0,740000;0,550000;0,000000;0,127000;0,530000;-4,190000;-0,290000;-14,000000;-86,880000;-0,131100;-0,196300;2,510000;-0,032200;-0,205500;1802500,000000;84636000,000000;1,900000;-0,170100;10
62;INEP4;10,350000;-0,190000;-0,050000;3,112000;0,000000;0,058000;-0,050000;-0,280000;-0,030000;-2,460000;-2,610000;-11,072100;-13,996100;0,140000;-0,222300;0,251800;175047,000000;-1703920000,000000;-0,380000;-0,514600;10
63;INEP3;9,990000;-0,190000;-0,050000;3,004000;0,000000;0,056000;-0,050000;-0,270000;-0,030000;-2,450000;-2,600000;-11,072100;-13,996100;0,140000;-0,222300;0,251800;102676,000000;-1703920000,000000;-0,380000;-0,514600;10
64;BDLL4;9,470000;-0,160000;0,310000;0,215000;0,000000;0,018000;-0,110000;-0,320000;-0,030000;-4,960000;-6,220000;-0,679800;-1,303900;0,650000;-0,064900;-1,891400;24265,100000;48681000,000000;4,590000;-0,407300;10
65;ROMI3;17,780000;8,490000;1,480000;1,429000;0,063000;0,794000;3,000000;35,580000;6,510000;41,840000;20,360000;0,040200;0,168700;1,830000;0,026400;0,174500;2752800,000000;754217000,000000;0,470000;0,067700;10
66;EALT4;6,920000;8,820000;0,940000;0,527000;0,020200;0,420000;9,480000;7,150000;-2,000000;10,350000;7,680000;0,073700;0,059800;1,150000;0,063600;0,106700;356577,000000;165525000,000000;0,500000;0,224400;10
67;SHUL4;10,890000;10,180000;1,620000;0,919000;0,024400;0,669000;1,800000;11,000000;13,510000;13,380000;9,240000;0,083600;0,090300;2,400000;0,087700;0,159400;1748130,000000;599667000,000000;0,960000;0,153900;10
68;MTSA4;24,500000;14,290000;0,930000;0,788000;0,032700;0,676000;1,390000;25,160000;1,480000;20,310000;9,320000;0,031300;0,055100;2,990000;0,038700;0,065300;203209,000000;239897000,000000;0,220000;0,066700;10
69;EALT3;13,100000;16,700000;1,780000;0,998000;0,009700;0,795000;17,940000;13,540000;-3,800000;16,740000;12,430000;0,073700;0,059800;1,150000;0,063600;0,106700;13868,600000;165525000,000000;0,500000;0,224400;10
70;KEPL3;30,200000;17,580000;1,740000;1,329000;0,008300;1,184000;5,750000;14,170000;7,620000;13,970000;9,070000;0,093800;0,075600;1,760000;0,098300;0,099000;4546710,000000;456590000,000000;0,100000;-0,038700;10
71;BALM4;10,000000;40,050000;0,960000;0,652000;0,014000;0,505000;1,650000;9,360000;2,860000;10,900000;8,740000;0,069600;0,012900;2,020000;0,060100;0,023900;28501,900000;102201000,000000;0,290000;0,056100;10
72;BALM3;11,500000;46,060000;1,100000;0,750000;0,012200;0,580000;1,900000;10,770000;3,290000;12,300000;9,870000;0,069600;0,012900;2,020000;0,060100;0,023900;884,620000;102201000,000000;0,290000;0,056100;10
73;WEGE3;34,000000;49,230000;8,570000;5,621000;0,010000;4,610000;13,960000;36,010000;26,820000;35,770000;30,000000;0,156100;0,115400;2,130000;0,176200;0,174000;138799000,000000;8327980000,000000;0,360000;0,084600;10
74;TASA3;5,420000;79,210000;-1,500000;0,505000;0,000000;0,442000;5,700000;7,120000;-0,750000;18,110000;13,240000;0,071000;0,006400;1,120000;0,072400;-0,018900;1390120,000000;-320169000,000000;-2,400000;0,046100;10
75;DTCY3;5,470000;-24,440000;-48,310000;3,327000;0,000000;1,402000;-4,650000;33,440000;-1,650000;36,560000;15,940000;0,099500;-0,136100;0,370000;0,048700;1,976200;6946,850000;-882000,000000;-5,620000;0,025800;11
76;LIQO3;8,950000;-0,090000;-2,020000;0,025000;0,000000;0,017000;-0,120000;-0,110000;-0,020000;-2,030000;-3,410000;-0,222000;-0,288000;0,560000;-0,172500;23,250100;161984,000000;-12449000,000000;-39,540000;-0,247000;11
77;VLID3;17,170000;12,910000;1,050000;0,641000;0,040800;0,468000;2,090000;6,540000;-4,540000;10,180000;6,000000;0,098100;0,050200;2,020000;0,089800;0,081600;11924600,000000;1160780000,000000;0,880000;0,039100;11
78;WLMM3;16,300000;17,420000;1,430000;0,562000;0,011600;1,128000;4,340000;17,750000;6,670000;16,720000;15,110000;0,031600;0,032200;3,150000;0,073100;0,082200;9410,280000;414642000,000000;0,020000;0,177400;12
79;EVEN3;16,490000;-971,320000;2,150000;1,990000;0,000000;0,752000;1,330000;36,470000;3,940000;42,310000;39,430000;0,054500;0,010500;3,420000;0,025400;-0,002200;25155200,000000;1668040000,000000;0,830000;-0,062000;13
80;MILS3;10,850000;-161,390000;2,460000;9,714000;0,000000;1,979000;28,180000;-35,610000;-17629,700000;-36,170000;36,580000;-0,272700;-0,060200;1,560000;-0,061700;-0,015200;12888400,000000;1111300000,000000;0,140000;-0,183800;13
81;LPSB3;9,800000;-77,420000;34,650000;10,293000;0,000000;5,670000;-265,820000;-417,450000;-9,120000;-415,230000;83,750000;-0,024700;-0,159900;0,910000;-0,015100;-0,447500;7764130,000000;41738000,000000;0,290000;-0,145400;13
82;RDNI3;15,770000;-60,530000;1,130000;2,672000;0,000000;0,522000;2,080000;-48,080000;-4,290000;-65,980000;-103,310000;-0,055600;-0,052300;2,590000;-0,012300;-0,018600;710091,000000;611714000,000000;0,640000;-0,211500;13
83;HBOR3;4,670000;-25,440000;4,210000;2,532000;0,000000;0,723000;1,820000;-86,800000;-15,860000;-126,300000;-159,330000;-0,029200;-0,035200;2,280000;-0,009200;-0,165300;22361000,000000;743035000,000000;2,370000;-0,134700;13
84;TCNO3;4,300000;-22,750000;19,020000;28,129000;0,000000;0,123000;0,000000;-4,160000;0,000000;-8,990000;-10,470000;-6,769800;-1,236200;0,000000;0,000000;-0,835700;443968,000000;1497000,000000;0,000000;-0,682100;13
85;TCNO4;2,320000;-12,280000;10,260000;15,176000;0,000000;0,066000;0,000000;-2,240000;0,000000;-7,080000;-8,240000;-6,769800;-1,236200;0,000000;0,000000;-0,835700;559782,000000;1497000,000000;0,000000;-0,682100;13
86;CRDE3;39,500000;-7,570000;0,600000;3,134000;0,000000;0,529000;2,250000;-7,760000;3,250000;-5,570000;-5,580000;-0,403800;-0,567400;5,610000;-0,082300;-0,079700;32594,100000;158573000,000000;0,000000;-0,052500;13
87;TCSA3;1,870000;-5,240000;1,380000;4,306000;0,000000;0,727000;4,080000;-26,850000;-17,460000;-27,770000;-32,440000;-0,160400;-0,836000;1,720000;-0,033300;-0,262400;35836100,000000;1000390000,000000;0,390000;-0,328100;13
88;GFSA3;9,160000;-3,070000;1,410000;2,303000;0,000000;0,428000;1,990000;698,350000;1178,160000;924,910000;76,280000;0,003300;-0,749100;1,450000;0,000800;-0,458600;44702200,000000;780159000,000000;0,960000;-0,327600;13
89;BBRK3;5,320000;-2,470000;1,030000;1,403000;0,000000;0,446000;3,450000;-25,210000;-1,560000;-29,590000;63,820000;-0,055600;-0,424700;1,930000;-0,022100;-0,417400;1040780,000000;187133000,000000;0,600000;-0,093100;13
90;ETER3;5,990000;-2,390000;-80,140000;0,369000;0,000000;0,334000;8,940000;-3,150000;-0,570000;-4,770000;-7,000000;-0,117300;-0,154500;1,100000;-0,122800;33,553300;3126460,000000;-2375000,000000;-45,810000;-0,163000;13
91;JFEN3;4,480000;-1,160000;1,400000;4,771000;0,000000;0,269000;0,970000;-3,200000;-5,840000;-7,290000;-7,360000;-1,491600;-4,331000;1,520000;-0,087800;-1,209000;765740,000000;336159000,000000;1,840000;-0,417600;13
